terDate,deltaT,opType,strike,contract,last,bid,ask,change,%change,volume,openInterest,imVola0
20150619,221,put,18.00,GE150619P00018000,0.07,0.07,0.18,-0.03,-30.00%,15,498,0.3359
20150619,221,put,19.00,GE150619P00019000,0.14,0.12,0.21,-0.05,-26.32%,30,147,0.3086
20150619,221,put,20.00,GE150619P00020000,0.20,0.15,0.26,-0.03,-13.04%,30,2879,0.2861
20150619,221,put,21.00,GE150619P00021000,0.25,0.21,0.27,-0.08,-24.24%,233,586,0.25
20150619,221,put,22.00,GE150619P00022000,0.33,0.31,0.37,-0.10,-23.26%,185,2393,0.2354
20150619,221,put,23.00,GE150619P00023000,0.50,0.43,0.51,-0.03,-5.66%,36,5720,0.2214
20150619,221,put,24.00,GE150619P00024000,0.68,0.64,0.73,-0.09,-11.69%,34,11573,0.2129
20150619,221,put,25.00,GE150619P00025000,1.00,0.98,1.04,-0.05,-4.76%,34,13278,0.2066
20150619,221,put,26.00,GE150619P00026000,1.41,1.39,1.46,-0.05,-3.42%,167,3287,0.2036
20150619,221,put,27.00,GE150619P00027000,1.95,1.90,2.04,-0.07,-3.47%,150,1700,0.2085
20150619,221,put,28.00,GE150619P00028000,2.65,2.62,2.74,-0.10,-3.64%,95,104,0.2175
20150619,221,put,29.00,GE150619P00029000,3.80,3.35,3.70,0.00,0.00%,0,32,0.2517
20150619,221,put,30.00,GE150619P00030000,4.55,4.25,4.70,0.00,0.00%,100,365,0.2869
20150619,221,put,32.00,GE150619P00032000,6.99,6.15,6.65,0.00,0.00%,12,22,0.3413
20160115,431,call,13.00,GE160115C00013000,13.35,10.90,14.10,0.00,0.00%,5,67,0.5669
20160115,431,call,15.00,GE160115C00015000,11.00,8.90,12.00,0.00,0.00%,2,413,0.4504
20160115,431,call,18.00,GE160115C00018000,8.45,8.05,9.05,0.15,+1.81%,93,3573,0.3433
20160115,431,call,20.00,GE160115C00020000,6.40,6.35,6.50,0.05,+0.79%,132,36392,0.1582
20160115,431,call,23.00,GE160115C00023000,3.70,3.65,3.70,0.10,+2.78%,135,35375,0.1277
20160115,431,call,25.00,GE160115C00025000,2.27,2.21,2.30,0.05,+2.25%,311,59651,0.1336
20160115,431,call,27.00,GE160115C00027000,1.25,1.24,1.30,0.00,0.00%,980,62595,0.1361
20160115,431,call,30.00,GE160115C00030000,0.44,0.43,0.45,0.01,+2.33%,684,79735,0.1362
20160115,431,call,32.00,GE160115C00032000,0.24,0.22,0.25,0.00,0.00%,62,39400,0.1453
20160115,431,call,35.00,GE160115C00035000,0.12,0.08,0.12,0.04,+50.00%,130,25852,0.1607
20160115,431,call,37.00,GE160115C00037000,0.06,0.04,0.07,-0.01,-14.29%,49,2487,0.167
20160115,431,call,40.00,GE160115C00040000,0.02,0.02,0.06,0.00,0.00%,50,10730,0.1924
20160115,431,put,13.00,GE160115P00013000,0.15,0.09,0.16,0.00,0.00%,25,3021,0.3945
20160115,431,put,15.00,GE160115P00015000,0.22,0.13,0.26,0.00,0.00%,40,20182,0.3613
20160115,431,put,18.00,GE160115P00018000,0.34,0.30,0.40,0.00,0.00%,2,17586,0.2964
20160115,431,put,20.00,GE160115P00020000,0.53,0.52,0.58,0.00,0.00%,8,40774,0.2639
20160115,431,put,23.00,GE160115P00023000,1.10,1.08,1.11,-0.05,-4.35%,146,55198,0.2293
20160115,431,put,25.00,GE160115P00025000,1.80,1.80,1.84,-0.04,-2.17%,58,47941,0.2232
20160115,431,put,27.00,GE160115P00027000,2.84,2.80,2.91,-0.11,-3.73%,10,33938,0.2253
20160115,431,put,30.00,GE160115P00030000,5.12,5.00,5.25,-0.02,-0.39%,13,47369,0.2573
20160115,431,put,32.00,GE160115P00032000,7.50,6.80,7.05,0.00,0.00%,3500,6464,0.2849
20160115,431,put,35.00,GE160115P00035000,9.75,9.65,9.95,-0.35,-3.47%,5,12790,0.3329
20160115,431,put,37.00,GE160115P00037000,12.50,11.45,12.45,0.00,0.00%,7,1226,0.418
20160115,431,put,40.00,GE160115P00040000,14.75,14.25,15.00,0.00,0.00%,13,7888,0.4165
